1.704490830194102802e-01,3.346947126498794334e-01,4.989403422803480592e-01,6.631859719108174067e-01,8.276104883955358593e-01
9.999999999999859696e-03,1.118271921023386573e-01,3.642310774878743662e-01,6.166349628734102417e-01,8.692801961283620482e-01
2.126650522731740947e-02,2.297938761132161112e-01,4.383293274375238413e-01,6.468647787618316825e-01,8.556214276586612266e-01
9.999999999999859696e-03,1.472062729710877094e-01,3.834370162318707642e-01,6.196677594926547350e-01,8.561798145404463378e-01
9.999999999999859696e-03,5.250094267223898159e-02,3.354237790312520895e-01,6.183466153902648088e-01,9.016120653161688869e-01
8.734367795467852524e-02,2.840768164249476424e-01,4.808099548952171065e-01,6.775430933654865706e-01,8.745669590131658344e-01
9.999999999999859696e-03,9.946539909150615977e-02,3.502369025505043254e-01,6.010084060095037817e-01,8.519742331474891017e-01
9.240862970792727837e-02,3.245104463615342549e-01,5.566122630151414397e-01,7.888170033719923424e-01,5.566122630151414397e-01
2.492696342365670337e-01,4.353465806196490373e-01,6.214235270027305136e-01,8.076533100353908701e-01,6.214235270027305136e-01
3.164059340202410864e-01,4.373462115689245033e-01,5.582864891176074762e-01,6.792267666662906711e-01,8.002735974492235504e-01
2.416601879999378810e-01,4.361332891182990168e-01,6.306063902366605411e-01,8.252906145946778960e-01,6.306063902366605411e-01
9.999999999999859696e-03,1.996193911228471563e-01,4.214869685817119183e-01,6.433545460405754035e-01,8.654991477448165105e-01
9.999999999999859696e-03,9.999999999999859696e-03,2.649041375258020525e-01,5.794260446945922460e-01,8.942701193679307714e-01
2.462664671964815560e-02,2.973625294021532417e-01,5.701009451465316458e-01,8.430589610135399425e-01,5.701009451465316458e-01
