8.399397890303914593e-01,6.730624750658714683e-01,5.063708158932288539e-01,3.396791567205861839e-01,1.729874975479432087e-01
8.682052874673387155e-01,6.158506127274109287e-01,3.637677811845411169e-01,1.116849496416724430e-01,1.000000000000014766e-02
8.543976435385749468e-01,6.459146057381102146e-01,4.376854699944970339e-01,2.294563342508853243e-01,2.123480898724479718e-02
8.615324692549369834e-01,6.235562791887038214e-01,3.858431481743067604e-01,1.481300171599075621e-01,1.000000000000014766e-02
8.336405571210672161e-01,5.718029638456323394e-01,3.101760504879970126e-01,4.854913713036002748e-02,1.000000000000014766e-02
8.228159335833822308e-01,6.375025836518706246e-01,4.523957095757683566e-01,2.672888354996662552e-01,8.218196142356375133e-02
8.526775378109980874e-01,6.015187446492543666e-01,3.505343017593207100e-01,9.954985886938470807e-02,1.000000000000014766e-02
8.369661818197942083e-01,5.905395029085562797e-01,3.442903622800007613e-01,9.804122165144553425e-02,1.000000000000014766e-02
8.521751426156075615e-01,6.556136813354072057e-01,4.592989514791497307e-01,2.629842216228932550e-01,6.666949176663659882e-02
7.597094820156398143e-01,6.447895262944042249e-01,5.299809997499238534e-01,4.151724732054412059e-01,3.003639466609595576e-01
8.534454319633265618e-01,6.520556158644251754e-01,4.509677745705747420e-01,2.498799332767240589e-01,4.879209198287357691e-02
8.453735487384557157e-01,6.284686739183203974e-01,4.117346459252267943e-01,1.950006179321319977e-01,1.000000000000014766e-02
8.745867434694756248e-01,5.667330186224175392e-01,2.591010930216249286e-01,1.000000000000014766e-02,1.000000000000014766e-02
8.901568403054146428e-01,6.019052058327888366e-01,3.139515133074518016e-01,2.599782078211360439e-02,1.000000000000014766e-02
