3.746027936686921467e-01,4.979178806513274158e-01,6.212815064972168067e-01,4.979178806513274158e-01,3.746027936686921467e-01
2.163782226861721836e-01,3.661979031903919157e-01,5.161685416311513341e-01,3.661979031903919157e-01,2.163782226861721836e-01
3.361552119281739359e-01,4.960812639773642951e-01,6.560417689985125200e-01,4.960812639773642951e-01,3.361552119281739359e-01
3.006892708108871437e-01,4.859401645098006539e-01,6.712882988490839198e-01,4.859401645098006539e-01,3.006892708108871437e-01
4.441755201564088762e-01,6.474972679483959048e-01,4.441755201564088762e-01,2.409531730623195867e-01,3.791642497541723028e-02
3.288189453425110487e-01,4.633519331228534988e-01,5.979277188629302797e-01,4.633519331228534988e-01,3.288189453425110487e-01
2.599424946115906354e-01,4.460627169865910568e-01,6.322520052148055125e-01,4.460627169865910568e-01,2.599424946115906354e-01
2.539574328044105767e-01,4.355754601199565701e-01,6.172341260332295798e-01,4.355754601199565701e-01,2.539574328044105767e-01
2.795414675992047293e-01,3.989744560485329883e-01,5.184784104561224183e-01,3.989744560485329883e-01,2.795414675992047293e-01
4.068246066290788221e-01,5.193246798842019452e-01,6.318247531393251792e-01,7.444081721289199649e-01,6.318247531393251792e-01
3.476916672391196506e-01,5.027283921304962488e-01,6.578476090632653372e-01,5.027283921304962488e-01,3.476916672391196506e-01
3.085318182946489851e-01,4.709195497030385091e-01,6.333680196364036563e-01,4.709195497030385091e-01,3.085318182946489851e-01
1.708784490337469653e-01,3.736806994144971639e-01,5.765399242218471887e-01,3.736806994144971639e-01,1.708784490337469653e-01
2.362120266615142516e-01,4.528637146228550736e-01,6.696085420190699411e-01,4.528637146228550736e-01,2.362120266615142516e-01
