3.088721802016322071e-01,4.604458495640811333e-01,6.120195189265296154e-01,7.637556031507454213e-01,6.120195189265296154e-01
2.072528697643939710e-01,3.507411060894587984e-01,4.942660804433556265e-01,3.507411060894587984e-01,2.072528697643939710e-01
3.310227376997014193e-01,4.885070119287726054e-01,6.460221728080821624e-01,4.885070119287726054e-01,3.310227376997014193e-01
1.303926629245981961e-01,3.396415967963250515e-01,5.488905306680520457e-01,7.582450180320067235e-01,5.488905306680520457e-01
2.374643024349911147e-01,4.377458302056966843e-01,6.380997147075415654e-01,4.377458302056966843e-01,2.374643024349911147e-01
3.585782052284326449e-01,5.052977458356968654e-01,6.520679887881187797e-01,5.052977458356968654e-01,3.585782052284326449e-01
9.086310924018978219e-02,3.199465766694918889e-01,5.490300440987940789e-01,7.782699490980405921e-01,5.490300440987940789e-01
9.999999999999831940e-03,1.013474153814149792e-01,3.559006892209063966e-01,6.104539630603977862e-01,8.652621863484163400e-01
2.352998035094154006e-01,4.109484301689240726e-01,5.865970568284339937e-01,7.623855630057783106e-01,5.865970568284339937e-01
5.487162304825188297e-01,6.464828058704572555e-01,5.487162304825188297e-01,4.510141132121219809e-01,3.533119959417242995e-01
3.448459399927254476e-01,4.986100069655751699e-01,6.524395644672480454e-01,4.986100069655751699e-01,3.448459399927254476e-01
1.595621567978041389e-01,3.368808455448951689e-01,5.142110045123309270e-01,6.916373608312326171e-01,5.142110045123309270e-01
9.999999999999831940e-03,9.999999999999831940e-03,2.519121476819754513e-01,5.510086052456233396e-01,8.503500185243580978e-01
2.492467736704552517e-02,3.009765911541134042e-01,5.770297939989830205e-01,8.533008437976392635e-01,5.770297939989830205e-01
