2.757830180539254661e-01,4.111187545614867767e-01,5.464544910690485313e-01,6.819090250480729365e-01,5.464544910690485313e-01
2.981389057207719517e-01,5.047424133278908265e-01,7.114333342594300058e-01,5.047424133278908265e-01,2.981389057207719517e-01
3.319506585423313005e-01,4.898763916918953409e-01,6.478598596052691505e-01,4.898763916918953409e-01,3.319506585423313005e-01
5.146529090634796022e-01,7.109643320496540353e-01,5.146529090634796022e-01,3.184560965507071129e-01,1.222595549649142660e-01
4.461553005463084198e-02,2.850248518817524168e-01,5.254372631904907776e-01,7.659607187815786755e-01,5.254372631904907776e-01
2.499410963456955848e-01,4.230340538619233315e-01,5.961270113781510505e-01,7.693640203258098609e-01,5.961270113781510505e-01
8.147975063899742798e-01,5.748148553054706067e-01,3.349726433926478175e-01,9.513043147982359893e-02,9.999999999999840614e-03
8.071480556885503310e-02,2.833581215424750277e-01,4.860204024214494489e-01,6.887894532389828850e-01,4.860204024214494489e-01
2.275407195372576297e-01,3.973972782752524524e-01,5.672538370132477192e-01,7.372130983710526442e-01,5.672538370132477192e-01
4.007772026937248544e-01,5.116049744836840274e-01,6.224327462736433114e-01,7.333769051860543620e-01,6.224327462736433114e-01
3.131132169781365437e-01,4.527259251046589217e-01,5.923726815759643438e-01,4.527259251046589217e-01,3.131132169781365437e-01
1.716866625563107651e-01,3.625083241649473820e-01,5.533299857735853866e-01,7.442836548274092134e-01,5.533299857735853866e-01
1.807292291974738341e-01,3.952819068008713299e-01,6.099348717203411097e-01,3.952819068008713299e-01,1.807292291974738341e-01
8.604577903113558301e-01,5.818992489174038552e-01,3.035164807011816457e-01,2.513387279087219567e-02,9.999999999999840614e-03
