1.720132159761567359e-01,3.377660523205364695e-01,5.035188886649162310e-01,6.692717250092937720e-01,8.352521742923745274e-01
9.999999999999816327e-03,1.148542463142127185e-01,3.740904613861680272e-01,6.333266764581217956e-01,8.929260997645402931e-01
2.176140437598334323e-02,2.351967453039336686e-01,4.486352418450665347e-01,6.620737383861986514e-01,8.757773143855379638e-01
9.999999999999816327e-03,1.528170069309746359e-01,3.980516317983717745e-01,6.432862566657696624e-01,8.888052933969997627e-01
4.686190837325212438e-02,2.993631820342899097e-01,5.518696704150959365e-01,8.045503824845846585e-01,5.518696704150959365e-01
2.515161066405565138e-01,4.256998139135943493e-01,5.998835211866305750e-01,7.741921595513641119e-01,5.998835211866305750e-01
9.999999999999816327e-03,1.027277029612772286e-01,3.617241052658519695e-01,6.207205075704280706e-01,8.799859782280488041e-01
9.999999999999816327e-03,1.019107797141818594e-01,3.578790500262569729e-01,6.138473203383302268e-01,8.700496652760489891e-01
6.946907186379866483e-02,2.740274345410319001e-01,4.785857972182662734e-01,6.831441598954998140e-01,8.879868121966679739e-01
3.662352921270599082e-01,4.455508137451952844e-01,5.249134325670075096e-01,4.455508137451952844e-01,3.662352921270599082e-01
5.054410375715089748e-02,2.588525468184870171e-01,4.671609898798228522e-01,6.754694329411583542e-01,8.840376154001794440e-01
9.999999999999816327e-03,1.976955500330164484e-01,4.174248684799893860e-01,6.371541869269615743e-01,8.571142946150721587e-01
9.999999999999816327e-03,9.999999999999816327e-03,2.654467993072390231e-01,5.806130113179220897e-01,8.960670827613493872e-01
9.999999999999816327e-03,2.618010887610226420e-02,3.161528371586048158e-01,6.061255654411061844e-01,8.965005217663515324e-01
