6.201989707700068521e-01,7.739154431851065219e-01,6.201989707700068521e-01,4.665995661312326015e-01,3.130001614924572406e-01
5.747994453044735774e-01,8.102495451907624213e-01,5.747994453044735774e-01,3.395198681681956265e-01,1.042402910319192161e-01
8.237995183252634357e-01,6.228411259745982864e-01,4.220503895287754381e-01,2.212596530829512298e-01,2.049144372484283660e-02
5.570851940328477303e-01,7.696283310801478317e-01,5.570851940328477303e-01,3.447122773690796671e-01,1.323393607053119092e-01
8.342466004753635866e-01,5.722352280111018263e-01,3.104105333432636837e-01,4.858583867542498602e-02,9.999999999999821532e-03
7.731515970703221052e-01,5.990554978277132792e-01,4.251122175263647440e-01,2.511689372250159868e-01,7.722781066569638087e-02
2.642648126135158093e-01,4.534687798964139871e-01,6.427531544318607626e-01,4.534687798964139871e-01,2.642648126135158093e-01
2.324864364415069329e-01,3.987418289246802972e-01,5.650460959393582838e-01,3.987418289246802972e-01,2.324864364415069329e-01
5.537998704931296201e-01,7.197337264403141921e-01,5.537998704931296201e-01,3.879719217095705663e-01,2.221439729260105134e-01
7.532668814803202828e-01,6.393067071762594811e-01,5.254744284748242844e-01,4.116421497733895873e-01,2.978098710719553344e-01
8.089992955905457306e-01,6.181461626967492684e-01,4.275156789825942383e-01,2.368851952684391804e-01,4.625471155428416414e-02
8.186585824317943461e-01,6.085955034231884664e-01,3.987149471609125473e-01,1.888343908986343245e-01,9.999999999999821532e-03
8.463665514734692863e-01,5.484333592328515250e-01,2.507347872057308358e-01,9.999999999999821532e-03,9.999999999999821532e-03
2.396445187194604920e-01,4.594387032210361932e-01,6.793303814218729642e-01,4.594387032210361932e-01,2.396445187194604920e-01
